doi;pmid;pmcid;publication_year;publication_month;publication_day;cdw_name;cdw_country;article_type;exclusion_criteria;study_disciplines;cdw_exploitation_mode;cdw_effective_used
10.5600/mmrr2014-004-01-b03;25009762;PMC4086854;2014;NA;NA;Chronic Condition Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.5600/mmrr.004.01.b01;24926414;PMC4053188;2014;NA;NA;Chronic Condition Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1371/journal.pone.0113741;25470484;PMC4254751;2014;NA;NA;DENALI data warehouse;NA;exclusion;Database dedicated to the study;NA;"NA";NA
10.3389/fmicb.2014.00134;24778629;PMC3985023;2014;NA;NA;Microbial Genomes (INDIGO) data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1155/2014/528917;25386605;PMC4214046;2014;NA;NA;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1155/2014/325959;24812613;PMC4000951;2014;NA;NA;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
NA;24808811;PMC3995483;2014;NA;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.1371/journal.pone.0099030;24918583;PMC4053319;2014;NA;NA;TargetMine data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;24605549;NA;2013;12;NA;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1002/pon.3319;23878040;NA;2013;11;NA;Princess Margaret Cancer Registry;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1093/fampra/cmt033;23825186;NA;2013;10;NA;"Stockholm County Council data warehouse VAL (Vårdanalysdatabasen; Stockholm regional health care data warehouse)";NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1177/2150131913495243;24327665;NA;2013;10;NA;University of Wisconsin Department of Family Medicine Clinical Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1016/j.cmpb.2013.03.010;23639751;NA;2013;7;NA;EBI's ArrayExpress repository;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1021/pr3011217;23682656;NA;2013;6;7;TargetMine data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1111/1475-6773.12016;23205568;PMC3681243;2013;6;NA;Chronic Condition Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.3122/jabfm.2013.03.120234;23657695;PMC3883432;2013;6;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
NULL;23947264;NA;2013;5;20;none;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.1517/14712598.2013.735654;23163831;NA;2013;3;NA;data warehouse of the Hungarian National Health Insurance Fund;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1542/peds.2012-1427j;23457154;NA;2013;3;NA;Perspective Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1136/amiajnl-2012-000948;22811492;PMC3555318;2013;1;1;NA;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1097/MLR.0b013e31824def85;22531648;PMC3406224;2013;1;NA;Cancer Research Network's Virtual Data Warehouse (VDW);NA;exclusion;Virtual CDW;NA;"NA";NA
10.1093/nar/gks1175;23203883;PMC3531187;2013;1;NA;European Nucleotide Archive (ENA) data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1002/minf.201200114;27481023;NA;2013;1;NA;ToxBank Data Warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.5600/mmrr.003.02.b01;24753966;PMC3983725;2013;NA;NA;Chronic Condition Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1371/journal.pone.0082210;24324765;PMC3855842;2013;NA;NA;INDIGO;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1038/srep01802;23652793;PMC3647165;2013;NA;NA;InterMine data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1093/database/bat060;23935057;PMC4438919;2013;NA;NA;metabolicMine data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;25642505;NA;2013;NA;NA;NHS Electronic Staff Record Data Warehouse (England);NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;23967549;NA;2013;NA;NA;none;NA;exclusion;Improper CDW content;NA;"NA";NA
10.6026/97320630009555;23888095;PMC3717182;2013;NA;NA;none;NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;23920920;NA;2013;NA;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
NULL;24303294;PMC3814498;2013;NA;NA;SysBioCube data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1186/1471-2229-12-245;23272737;PMC3577462;2012;12;29;OPTIMAS Data Warehouse (OPTIMAS-DW);NA;exclusion;Improper CDW content;NA;"NA";NA
10.1186/1471-2091-13-29;23259756;PMC3544649;2012;12;22;BIF-Beef data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1093/bioinformatics/bts577;23023984;PMC3516146;2012;12;1;InterMine;NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;23293273;NA;2012;12;NA;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
10.1177/2150131911434804;23238419;PMC3519391;2012;10;1;Chronic Condition Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1007/s11227-011-0692-3;23204646;PMC3507464;2012;10;1;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1038/clpt.2012.93;22828716;NA;2012;9;NA;Electrocardiogram Vigilance with Electronic Data Warehouse (ECG-ViEW);NA;exclusion;Improper CDW content;NA;"NA";NA
10.1016/j.ejca.2012.03.008;22483323;NA;2012;9;NA;eusomaDB data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;23285920;NA;2012;9;NA;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
NULL;23285917;NA;2012;9;NA;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
10.1016/j.meatsci.2012.02.026;22436659;NA;2012;8;NA;BIF-Beef;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1021/pr300121a;22646850;NA;2012;7;6;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1186/1472-6947-12-45;22640398;PMC3508953;2012;5;28;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
10.1681/ASN.2011070740;22402802;PMC3338293;2012;5;NA;Chronic Condition Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1186/1471-2105-13-S4-S21;22536968;PMC3314565;2012;3;28;BEAT: Bioinformatics Exon Array Tool;NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;22571032;NA;2012;3;15;NA;NA;exclusion;Fulltext not available;NA;"NA";NA
10.4300/JGME-D-11-00312.1;23451320;PMC3312519;2012;3;NA;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1016/j.amjopharm.2011.11.003;22264854;PMC3296564;2012;2;NA;Chronic Condition Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
NULL;22574573;NA;2012;2;NA;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1093/bioinformatics/btr631;22180409;PMC3259435;2012;1;15;data warehouse BioMyn;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1007/s12094-012-0764-8;22262722;NA;2012;1;NA;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
10.1093/geronb/gbr131;22156627;NA;2012;1;NA;Health Resources and Services Administration Geospatial Data Warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1093/nar/gkr1101;22121219;PMC3245170;2012;1;NA;MitoMiner data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1007/s10661-011-1975-0;21409360;NA;2012;1;NA;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1093/nar/gkr912;22067455;PMC3245174;2012;1;NA;SuperTarget data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.5600/mmrr.002.03.a05;24800145;PMC4006378;2012;NA;NA;Chronic Condition Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
NULL;23451615;NA;2012;NA;NA;Chronic Condition Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1258/jms.2012.012085;22972813;NA;2012;NA;NA;EUNICE Breast Cancer Screening Monitoring (EBCSM) data warehouse;NA;exclusion;Other;NA;"NA";NA
10.1371/journal.pone.0046401;23056299;PMC3463605;2012;NA;NA;GenoSets;NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;23163106;NA;2012;NA;NA;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
10.3389/fpls.2012.00123;22701464;PMC3371593;2012;NA;NA;pep2pro;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1093/database/bar062;22434830;PMC3308152;2012;NA;NA;YeastMine;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1007/s10552-011-9844-2;21984306;NA;2011;12;NA;IHS National Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
NULL;22166352;NA;2011;12;NA;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
10.3109/03009734.2011.606927;22066972;PMC3207299;2011;11;NA;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
10.1111/j.1475-6773.2011.01277.x;21649659;PMC3207195;2011;10;NA;Chronic Condition Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
NULL;22164580;NA;2011;10;NA;Marshfield Clinic Research Foundation's Bioinformatics Research Center Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1177/0194599811419458;21860057;NA;2011;10;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
NULL;21851136;NA;2011;8;1;no name;NA;exclusion;Fulltext not available;NA;"NA";NA
10.1016/j.drudis.2011.05.001;21601652;NA;2011;8;NA;GSK data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1016/j.cali.2011.03.008;21621440;NA;2011;8;NA;NA;NA;exclusion;CDW defined as data visualisation tool;NA;"NA";NA
10.1016/j.ijmm.2011.04.014;21555243;NA;2011;6;NA;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1177/193229681100500306;21722567;PMC3192618;2011;5;1;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;21626877;NA;2011;4;NA;Akita-ReNICS;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1016/j.ygyno.2010.11.028;21208650;NA;2011;4;NA;Arizona HealthQuery (AZHQ) data warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1016/j.cali.2010.11.009;21256066;NA;2011;4;NA;NA;NA;exclusion;CDW defined as data visualisation tool;NA;"NA";NA
10.1186/1471-2164-12-165;21450055;PMC3072960;2011;3;30;Rice-Map;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1371/journal.pone.0017844;21408081;PMC3050930;2011;3;8;TargetMine data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1016/j.jamcollsurg.2010.11.008;21247778;NA;2011;3;NA;American Medical Colleges FACTS Data Warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.4258/hir.2011.17.1.58;21818458;PMC3092995;2011;3;NA;no name;NA;exclusion;Other;NA;"NA";NA
10.1111/j.1744-618X.2010.01164.x;21255259;NA;2011;3;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.1186/1297-9716-42-31;21324113;PMC3055824;2011;2;15;National Scrapie Plan data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1186/1751-0147-53-S1-S3;21999393;PMC3194122;2011;NA;NA;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
10.3111/13696998.2010.551165;21241162;NA;2011;NA;NA;PHARMO data warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
NULL;21220839;NA;2010;12;NA;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
NULL;21314222;NA;2010;12;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
NULL;21346987;PMC3041360;2010;11;13;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.2390/biecoll-jib-2010-148;21068463;NA;2010;11;11;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1016/j.str.2010.07.013;21070939;NA;2010;11;10;MoDEL (Molecular Dynamics Extended Library);NA;exclusion;Improper CDW content;NA;"NA";NA
10.1007/s00125-010-1836-3;20596693;NA;2010;10;NA;Care Data Warehouse in Ostergötland;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.4258/hir.2010.16.3.191;21818439;PMC3089858;2010;9;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.1186/1472-6963-10-245;20727154;PMC2936901;2010;8;20;Chronic Condition Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
NULL;23634480;NA;2010;7;NA;Clinical Breast Care Project (CBCP) data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.2390/biecoll-jib-2010-142;20585146;NA;2010;6;28;CardioVINEdb  data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.4258/hir.2010.16.2.77;21818427;PMC3089860;2010;6;NA;no name;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
NULL;21469517;NA;2010;6;NA;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1016/j.jbiotec.2010.04.005;20416347;NA;2010;6;NA;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1080/15390940903450982;20054735;NA;2010;6;NA;Wisconsin's Medicaid Evaluation and Decision Support (MEDS) data warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
NULL;20464800;NA;2010;5;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.1002/pds.1929;20309840;NA;2010;5;NA;Universal Data Warehouse ??;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.1586/erp.10.6;20384566;NA;2010;4;NA;Hauptverband der Osterreichischen Sozialversicherungsträger Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1111/j.1537-2995.2009.02529.x;20003051;PMC3079513;2010;4;NA;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
10.1136/jamia.2009.002451;20190062;PMC3000787;2010;4;NA;Pediatric Health Information Systems (PHIS) data warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.2390/biecoll-jib-2010-119;20375464;NA;2010;3;25;genomic and proteomic data warehouse (GPDW);NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;20222529;NA;2010;2;NA;electronic data warehouse of the Atlanta-based region;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1185/03007990903432470;19919375;NA;2010;1;NA;NA;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1093/nar/gkp871;19884133;PMC2808935;2010;1;NA;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;20841656;NA;2010;NA;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.3414/ME09-02-0025;20411210;NA;2010;NA;NA;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
10.1515/CCLM.2010.003;19919329;NA;2010;NA;NA;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
10.3109/09638280903186327;20205578;NA;2010;NA;NA;Washington State Department of Labor and Industries data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1016/j.jadohealth.2009.04.003;19931828;NA;2009;12;NA;no name;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1016/j.fct.2009.01.040;19709586;NA;2009;12;NA;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1007/s10278-008-9128-x;18543033;PMC3043736;2009;12;NA;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
NULL;20011689;NA;2009;11;NA;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1148/rg.297095701;19734469;NA;2009;11;NA;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
10.1186/1471-2105-10-S10-S2;19796399;PMC2755823;2009;10;1;Corvus data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1586/erp.09.43;19817531;NA;2009;10;NA;Hauptverband der Osterreichischen Sozialversicherungsträger Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1371/journal.pone.0007162;19779614;PMC2745575;2009;9;25;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;20025203;PMC2762774;2009;9;22;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1186/1477-7525-7-82;19737412;PMC2748070;2009;9;8;Chronic Condition Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
NULL;19813432;NA;2009;9;NA;Association of American Medical College's data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1016/j.jbiotec.2008.11.006;19103235;PMC2656595;2009;3;10;IGetDB data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1055/s-0028-1109193;19294586;NA;2009;3;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.1186/1471-2180-9-40;19228437;PMC2656513;2009;2;20;MyBASE data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1186/1471-2229-9-19;19210766;PMC2654896;2009;2;11;TRUNCATULIX data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1111/j.1567-1364.2008.00461.x;19133071;NA;2009;2;NA;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
NULL;19385331;NA;2009;2;NA;the Regional data warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1016/j.ejca.2008.10.026;19097774;NA;2009;1;NA;RECIST;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1016/j.ejca.2008.10.027;19095437;NA;2009;1;NA;RECIST;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1093/nar/gkn848;19036792;PMC2686442;2009;1;NA;SysPIMP data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.3414/ME9235;19696950;NA;2009;NA;NA;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;18999194;PMC2656099;2008;11;6;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;18999017;NA;2008;11;6;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1097/MLR.0b013e31817d69d3;18953231;NA;2008;11;NA;Chronic Condition Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
NA;19133342;NA;2008;10;2;VA Southern California Network data warehouse;NA;exclusion;Fulltext not available;NA;"NA";NA
10.1148/radiol.2483071453;18796668;NA;2008;10;NA;Health Benchmarks Data Warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
NULL;18814498;NA;2008;10;NA;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;19119657;NA;2008;9;NA;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1371/journal.pone.0002300;18523684;PMC2409186;2008;6;4;e-Fungi object-oriented data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1093/protein/gzn012;18411223;NA;2008;6;NA;Dynameomics;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1093/protein/gzn015;18411222;NA;2008;6;NA;Dynameomics;NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;18556999;NA;2008;6;NA;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
10.1111/j.1365-2753.2007.00867.x;18373584;NA;2008;6;NA;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1093/nar/gkm758;17947331;PMC2238957;2008;1;NA;CFGP data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1093/nar/gkm862;17942422;PMC2238858;2008;1;NA;SuperTarget and Matador;NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;18487789;NA;2008;NA;NA;Birth Certificates;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
NULL;18776587;PMC3827801;2008;NA;NA;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
10.1021/ci700267w;17973472;NA;2007;12;NA;ABCD data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1101/gr.6531807;17984228;PMC2099590;2007;12;NA;e-Fungi data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1186/1752-0509-1-55;18034885;PMC2212648;2007;11;22;CoryneRegNet, an ontology-based data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1186/1471-2105-8-429;17986320;PMC2194740;2007;11;6;CoryneRegNet 4.0;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1556/OH.2007.28157;17959550;NA;2007;11;4;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
10.1186/1471-2105-8-401;17945017;PMC2151082;2007;10;18;Protein Identifier Cross-Referencing (PICR);NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;18084348;NA;2007;10;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.2146/ajhp060596;17724369;NA;2007;9;1;University of Michigan enterprise data warehouse;NA;exclusion;Database dedicated to the study;NA;"NA";NA
10.1159/0000104490;17848813;NA;2007;9;NA;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
NULL;17727235;NA;2007;8;NA;Beverly Healthcare Data Warehouse;NA;exclusion;Fulltext not available;NA;"NA";NA
10.1093/nar/gkm344;17584795;PMC1933140;2007;7;NA;BIPASS;NA;exclusion;CDW defined as data visualisation tool;NA;"NA";NA
10.1016/j.yrtph.2007.03.002;17490794;PMC2040324;2007;7;NA;IRIS data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1016/j.jbiotec.2006.12.012;17229482;NA;2007;4;30;CoryneRegNet;NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;17369164;NA;2007;3;NA;data warehouse of China Genetic Counseling Network (CGCN);NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;17283919;NA;2007;2;NA;no name;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1038/sj.jid.5700543;16946712;NA;2007;2;NA;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1093/nar/gkl995;17132828;PMC1716725;2007;1;NA;ArrayExpress;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1186/gb-2007-8-7-r129;17615057;PMC2323218;2007;NA;NA;FlyMine;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1136/ip.2006.012427;17170165;PMC2563474;2006;12;NA;no name;NA;exclusion;Database dedicated to the study;NA;"NA";NA
10.1186/1471-2105-7-495;17094801;PMC1647292;2006;11;9;data warehouse DWARF;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1016/j.ijmedinf.2005.10.008;16359916;NA;2006;11;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
NULL;16886622;NA;2006;8;NA;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;16871724;NA;2006;7;NA;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;18254459;NA;2006;6;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.1021/ci050354f;16711713;NA;2006;6;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.1093/bioinformatics/btl036;16455749;NA;2006;4;15;Linnaeus Centre for Bioinformatics Data Warehouse (LCB-DWH);NA;exclusion;Improper CDW content;NA;"NA";NA
10.1186/1471-2164-7-24;16478536;PMC1382212;2006;2;14;CoryneRegNet;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1186/1471-2105-7-55;16464251;PMC1409799;2006;2;7;PathSys data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1016/j.pmr.2005.11.005;16517353;NA;2006;2;NA;NA;NA;exclusion;CDW defined as data visualisation tool;NA;"NA";NA
10.1093/nar/gkj110;16381976;PMC1347472;2006;1;1;Tomato Microarray Data Warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1016/S0076-6879(06)11020-4;16939801;NA;2006;NA;NA;ArrayExpress;NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;17108537;NA;2006;NA;NA;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
NULL;17102282;NA;2006;NA;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.1186/1471-2105-6-S4-S9;16351758;PMC1866376;2005;12;1;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.2146/ajhp040583;16278329;NA;2005;11;15;Caremark's data warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1104/pp.105.063156;16219923;PMC1255982;2005;10;NA;ArrayExpress;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1007/s10877-005-0676-z;16328945;NA;2005;10;NA;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;16294667;NA;2005;10;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.1002/pmic.200402107;16041676;NA;2005;8;NA;none;NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;16416935;NA;2005;7;NA;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
NULL;16472232;NA;2005;6;NA;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;15931802;NA;2005;4;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
NULL;15746595;NA;2005;3;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.1186/1471-2105-6-34;15723693;PMC554782;2005;2;21;Atlas data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1097/01.AOG.0000151105.53557.27;15684161;NA;2005;2;NA;no name;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1093/nar/gki056;15608260;PMC540010;2005;1;1;ArrayExpress;NA;exclusion;Improper CDW content;NA;"NA";NA
NULL;17288080;PMC4194908;2005;NA;NA;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
NULL;16160388;NA;2005;NA;NA;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
NULL;15924186;NA;2005;NA;NA;NA;NA;exclusion;Improper CDW content;NA;"NA";NA
NA;15595230;NA;2004;12;1;Veterans Affairs;NA;exclusion;Fulltext not available;NA;"NA";NA
10.1089/cpb.2004.7.683;15687803;NA;2004;12;NA;NA;NA;exclusion;CDW cited but not exploited;NA;"NA";NA
10.1016/j.acra.2004.07.025;15561570;NA;2004;11;NA;Health System Data Warehouse (USA);NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1093/bioinformatics/bth214;15059838;NA;2004;9;1;Ligand Depot;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1177/106286060401900406;15368782;NA;2004;8;NA;CHCN data warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1016/j.ejcts.2003.12.009;15019654;NA;2004;3;NA;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
10.1093/nar/gkh118;14681490;PMC314203;2004;1;1;ORFDB data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1093/nar/gkh003;14681485;PMC308738;2004;1;1;Public Expression Profiling Resource (PEPR) GeneChip data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
10.1385/NI:2:1:101;15067170;NA;2004;NA;NA;NA;NA;exclusion;Database dedicated to the study;NA;"NA";NA
NULL;15553568;NA;2004;NA;NA;Wisconsin Medicaid data warehouse;NA;exclusion;Exclusively medico-administrative database;NA;"NA";NA
10.1001/jama.290.9.1190;12953002;NA;2003;9;3;Association of American Medical Colleges (AAMC) data warehouse;NA;exclusion;Improper CDW content;NA;"NA";NA
